Profile,SNR_dB,Scenario,Variant,Phase,Metric,Mean,Median,P10,P90
2,15,S2_Fade,E-FQ,FADE,Ppred11,0.332844,0.316819,0.223196,0.468435
2,15,S2_Fade,E-FQ,FADE,Ppred22,0.017349,0.017285,0.016094,0.018769
2,15,S2_Fade,E-FQ,FADE,tracking_error,0.010580,-0.001938,-0.378439,0.428517
2,15,S2_Fade,E-FQ,POST,m_reliability,0.978996,0.996207,0.914636,1.000000
2,15,S2_Fade,E-FQ,POST,rho_raw,0.701687,0.714116,0.624755,0.721661
2,15,S2_Fade,E-FQ,POST,rho_relative,0.979909,0.999784,0.888370,1.000000
2,15,S2_Fade,E-FQ,POST,Lambda,1.046058,1.007478,1.000000,1.190812
2,15,S2_Fade,E-FQ,POST,R_vb,0.356665,0.345447,0.268438,0.460364
2,15,S2_Fade,E-FQ,POST,R_eff,0.374307,0.357450,0.273999,0.497243
2,15,S2_Fade,E-FQ,POST,R_eff_R_vb,1.046058,1.007478,1.000000,1.190812
2,15,S2_Fade,E-FQ,POST,K_delay,0.415874,0.421257,0.363816,0.453327
2,15,S2_Fade,E-FQ,POST,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S2_Fade,E-FQ,POST,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S2_Fade,E-FQ,POST,innovation,0.027213,-0.075696,-0.493667,0.945314
2,15,S2_Fade,E-FQ,POST,abs_innovation,0.417274,0.299048,0.048129,0.975044
2,15,S2_Fade,E-FQ,POST,S,0.634552,0.616434,0.499618,0.796181
2,15,S2_Fade,E-FQ,POST,NIS,0.577532,0.145908,0.003624,1.509762
2,15,S2_Fade,E-FQ,POST,Ppred11,0.260245,0.255950,0.223206,0.303680
2,15,S2_Fade,E-FQ,POST,Ppred22,0.016622,0.016570,0.016110,0.017233
2,15,S2_Fade,E-FQ,POST,tracking_error,0.019871,0.017827,-0.321349,0.353570
2,15,S3_Warp_Fade,A,PRE,m_reliability,0.679928,0.686616,0.654835,0.713823
2,15,S3_Warp_Fade,A,PRE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,A,PRE,R_vb,0.312846,0.297127,0.100000,0.559770
2,15,S3_Warp_Fade,A,PRE,R_eff,0.312846,0.297127,0.100000,0.559770
2,15,S3_Warp_Fade,A,PRE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,A,PRE,K_delay,0.589694,0.561912,0.442726,0.789999
2,15,S3_Warp_Fade,A,PRE,Q11,0.143763,0.142963,0.050000,0.228558
2,15,S3_Warp_Fade,A,PRE,Q22,0.002574,0.002542,0.002000,0.003179
2,15,S3_Warp_Fade,A,PRE,innovation,-0.000006,-0.011596,-1.073610,1.197571
2,15,S3_Warp_Fade,A,PRE,abs_innovation,0.724825,0.593213,0.119581,1.505459
2,15,S3_Warp_Fade,A,PRE,S,0.740401,0.700849,0.349953,1.119927
2,15,S3_Warp_Fade,A,PRE,NIS,1.208012,0.546853,0.021050,3.647346
2,15,S3_Warp_Fade,A,PRE,Ppred11,0.427554,0.389580,0.217047,0.595560
2,15,S3_Warp_Fade,A,PRE,Ppred22,0.062737,0.026209,0.022881,0.037526
2,15,S3_Warp_Fade,A,PRE,tracking_error,-0.183751,-0.190427,-0.573047,0.233121
2,15,S3_Warp_Fade,A,FADE,m_reliability,0.558061,0.575220,0.414049,0.675238
2,15,S3_Warp_Fade,A,FADE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,A,FADE,R_vb,0.488817,0.435790,0.152944,0.901376
2,15,S3_Warp_Fade,A,FADE,R_eff,0.488817,0.435790,0.152944,0.901376
2,15,S3_Warp_Fade,A,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,A,FADE,K_delay,0.592665,0.583998,0.458851,0.733322
2,15,S3_Warp_Fade,A,FADE,Q11,0.287319,0.285412,0.222406,0.356161
2,15,S3_Warp_Fade,A,FADE,Q22,0.002024,0.002039,0.001757,0.002249
2,15,S3_Warp_Fade,A,FADE,innovation,-0.018074,-0.050897,-1.213859,1.282740
2,15,S3_Warp_Fade,A,FADE,abs_innovation,0.743844,0.598463,0.103116,1.618905
2,15,S3_Warp_Fade,A,FADE,S,1.100211,1.029693,0.557468,1.711778
2,15,S3_Warp_Fade,A,FADE,NIS,0.933043,0.351977,0.009889,2.738841
2,15,S3_Warp_Fade,A,FADE,Ppred11,0.611394,0.593080,0.399609,0.842766
2,15,S3_Warp_Fade,A,FADE,Ppred22,0.027925,0.028126,0.024626,0.031094
2,15,S3_Warp_Fade,A,FADE,tracking_error,-0.191483,-0.193515,-0.677670,0.303809
2,15,S3_Warp_Fade,A,POST,m_reliability,0.685414,0.687747,0.657504,0.714085
2,15,S3_Warp_Fade,A,POST,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,A,POST,R_vb,0.303062,0.266279,0.038104,0.602637
2,15,S3_Warp_Fade,A,POST,R_eff,0.303062,0.266279,0.038104,0.602637
2,15,S3_Warp_Fade,A,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,A,POST,K_delay,0.709169,0.693564,0.552159,0.913181
2,15,S3_Warp_Fade,A,POST,Q11,0.362951,0.358359,0.279696,0.457642
2,15,S3_Warp_Fade,A,POST,Q22,0.001514,0.001504,0.001244,0.001804
2,15,S3_Warp_Fade,A,POST,innovation,-0.017927,-0.088164,-1.102000,1.195354
2,15,S3_Warp_Fade,A,POST,abs_innovation,0.701647,0.604677,0.114073,1.447888
2,15,S3_Warp_Fade,A,POST,S,0.903641,0.866319,0.435577,1.409873
2,15,S3_Warp_Fade,A,POST,NIS,0.943179,0.438407,0.015215,2.712616
2,15,S3_Warp_Fade,A,POST,Ppred11,0.600580,0.598104,0.374474,0.823917
2,15,S3_Warp_Fade,A,POST,Ppred22,0.026498,0.026476,0.022903,0.030167
2,15,S3_Warp_Fade,A,POST,tracking_error,-0.183112,-0.205839,-0.660086,0.351662
2,15,S3_Warp_Fade,VB-FQ,PRE,m_reliability,0.681469,0.687335,0.657561,0.714333
2,15,S3_Warp_Fade,VB-FQ,PRE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,VB-FQ,PRE,R_vb,0.249449,0.248787,0.148186,0.345464
2,15,S3_Warp_Fade,VB-FQ,PRE,R_eff,0.249449,0.248787,0.148186,0.345464
2,15,S3_Warp_Fade,VB-FQ,PRE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,VB-FQ,PRE,K_delay,0.496842,0.458216,0.414393,0.634847
2,15,S3_Warp_Fade,VB-FQ,PRE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S3_Warp_Fade,VB-FQ,PRE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S3_Warp_Fade,VB-FQ,PRE,innovation,0.010226,0.004380,-1.022719,1.172572
2,15,S3_Warp_Fade,VB-FQ,PRE,abs_innovation,0.703348,0.574445,0.116381,1.427732
2,15,S3_Warp_Fade,VB-FQ,PRE,S,0.532462,0.485477,0.364710,0.645246
2,15,S3_Warp_Fade,VB-FQ,PRE,NIS,1.326651,0.705720,0.028763,3.908534
2,15,S3_Warp_Fade,VB-FQ,PRE,Ppred11,0.283013,0.222012,0.184202,0.292274
2,15,S3_Warp_Fade,VB-FQ,PRE,Ppred22,0.055770,0.016227,0.015651,0.042975
2,15,S3_Warp_Fade,VB-FQ,PRE,tracking_error,-0.222766,-0.229100,-0.558675,0.123664
2,15,S3_Warp_Fade,VB-FQ,FADE,m_reliability,0.562402,0.578969,0.421982,0.678116
2,15,S3_Warp_Fade,VB-FQ,FADE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,VB-FQ,FADE,R_vb,0.345185,0.337649,0.249070,0.442998
2,15,S3_Warp_Fade,VB-FQ,FADE,R_eff,0.345185,0.337649,0.249070,0.442998
2,15,S3_Warp_Fade,VB-FQ,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,VB-FQ,FADE,K_delay,0.420558,0.418688,0.382889,0.458986
2,15,S3_Warp_Fade,VB-FQ,FADE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S3_Warp_Fade,VB-FQ,FADE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S3_Warp_Fade,VB-FQ,FADE,innovation,-0.029189,-0.039410,-1.164409,1.060341
2,15,S3_Warp_Fade,VB-FQ,FADE,abs_innovation,0.680159,0.551076,0.097498,1.502270
2,15,S3_Warp_Fade,VB-FQ,FADE,S,0.590541,0.581716,0.458568,0.722129
2,15,S3_Warp_Fade,VB-FQ,FADE,NIS,1.248308,0.552468,0.017234,3.605306
2,15,S3_Warp_Fade,VB-FQ,FADE,Ppred11,0.245356,0.242945,0.209375,0.281422
2,15,S3_Warp_Fade,VB-FQ,FADE,Ppred22,0.016374,0.016354,0.015879,0.016844
2,15,S3_Warp_Fade,VB-FQ,FADE,tracking_error,-0.206083,-0.219956,-0.545863,0.152272
2,15,S3_Warp_Fade,VB-FQ,POST,m_reliability,0.692985,0.694349,0.666102,0.715046
2,15,S3_Warp_Fade,VB-FQ,POST,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,VB-FQ,POST,R_vb,0.349180,0.348288,0.278691,0.416400
2,15,S3_Warp_Fade,VB-FQ,POST,R_eff,0.349180,0.348288,0.278691,0.416400
2,15,S3_Warp_Fade,VB-FQ,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S3_Warp_Fade,VB-FQ,POST,K_delay,0.420233,0.419202,0.396308,0.446720
2,15,S3_Warp_Fade,VB-FQ,POST,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S3_Warp_Fade,VB-FQ,POST,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S3_Warp_Fade,VB-FQ,POST,innovation,-0.007900,-0.046916,-0.936193,1.008169
2,15,S3_Warp_Fade,VB-FQ,POST,abs_innovation,0.597557,0.508677,0.096019,1.269881
2,15,S3_Warp_Fade,VB-FQ,POST,S,0.599811,0.599145,0.502946,0.691595
2,15,S3_Warp_Fade,VB-FQ,POST,NIS,0.902678,0.442552,0.015162,2.713608
2,15,S3_Warp_Fade,VB-FQ,POST,Ppred11,0.250631,0.250792,0.223721,0.275611
2,15,S3_Warp_Fade,VB-FQ,POST,Ppred22,0.016472,0.016480,0.016102,0.016805
2,15,S3_Warp_Fade,VB-FQ,POST,tracking_error,-0.202175,-0.211727,-0.504898,0.123656
2,15,S3_Warp_Fade,E-FQ,PRE,m_reliability,0.927935,1.000000,0.674273,1.000000
2,15,S3_Warp_Fade,E-FQ,PRE,rho_raw,0.683756,0.698577,0.635692,0.716469
2,15,S3_Warp_Fade,E-FQ,PRE,rho_relative,0.930372,1.000000,0.680396,1.000000
2,15,S3_Warp_Fade,E-FQ,PRE,Lambda,1.014394,1.000000,1.000000,1.055311
2,15,S3_Warp_Fade,E-FQ,PRE,R_vb,0.255936,0.253845,0.148354,0.362689
2,15,S3_Warp_Fade,E-FQ,PRE,R_eff,0.260235,0.256429,0.148723,0.373497
2,15,S3_Warp_Fade,E-FQ,PRE,R_eff_R_vb,1.014394,1.000000,1.000000,1.055311
2,15,S3_Warp_Fade,E-FQ,PRE,K_delay,0.492367,0.456354,0.404446,0.634847
2,15,S3_Warp_Fade,E-FQ,PRE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S3_Warp_Fade,E-FQ,PRE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S3_Warp_Fade,E-FQ,PRE,innovation,0.013180,0.007832,-1.024782,1.175543
2,15,S3_Warp_Fade,E-FQ,PRE,abs_innovation,0.702168,0.573200,0.114920,1.436475
2,15,S3_Warp_Fade,E-FQ,PRE,S,0.547067,0.495017,0.369593,0.682572
2,15,S3_Warp_Fade,E-FQ,PRE,NIS,1.284629,0.680862,0.026262,3.887895
2,15,S3_Warp_Fade,E-FQ,PRE,Ppred11,0.286832,0.225182,0.186523,0.302955
2,15,S3_Warp_Fade,E-FQ,PRE,Ppred22,0.055824,0.016286,0.015689,0.042975
2,15,S3_Warp_Fade,E-FQ,PRE,tracking_error,-0.224553,-0.229100,-0.554004,0.108587
2,15,S3_Warp_Fade,E-FQ,FADE,m_reliability,0.835744,0.864009,0.634615,1.000000
2,15,S3_Warp_Fade,E-FQ,FADE,rho_raw,0.565707,0.577043,0.419897,0.684805
2,15,S3_Warp_Fade,E-FQ,FADE,rho_relative,0.836906,0.855803,0.626151,1.000000
2,15,S3_Warp_Fade,E-FQ,FADE,Lambda,1.552555,1.330703,1.000000,2.412855
2,15,S3_Warp_Fade,E-FQ,FADE,R_vb,0.398579,0.390914,0.270121,0.539539
2,15,S3_Warp_Fade,E-FQ,FADE,R_eff,0.630250,0.554143,0.298749,1.061954
2,15,S3_Warp_Fade,E-FQ,FADE,R_eff_R_vb,1.552555,1.330703,1.000000,2.412855
2,15,S3_Warp_Fade,E-FQ,FADE,K_delay,0.364042,0.376161,0.271118,0.439125
2,15,S3_Warp_Fade,E-FQ,FADE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S3_Warp_Fade,E-FQ,FADE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S3_Warp_Fade,E-FQ,FADE,innovation,-0.031179,-0.050897,-1.055974,0.993569
2,15,S3_Warp_Fade,E-FQ,FADE,abs_innovation,0.639385,0.522964,0.095398,1.403148
2,15,S3_Warp_Fade,E-FQ,FADE,S,0.957989,0.887116,0.526663,1.488057
2,15,S3_Warp_Fade,E-FQ,FADE,NIS,0.695597,0.314602,0.011339,1.924393
2,15,S3_Warp_Fade,E-FQ,FADE,Ppred11,0.327739,0.317108,0.227603,0.448132
2,15,S3_Warp_Fade,E-FQ,FADE,Ppred22,0.017309,0.017277,0.016143,0.018560
2,15,S3_Warp_Fade,E-FQ,FADE,tracking_error,-0.174279,-0.188477,-0.492425,0.155924
2,15,S3_Warp_Fade,E-FQ,POST,m_reliability,0.993435,1.000000,0.974866,1.000000
2,15,S3_Warp_Fade,E-FQ,POST,rho_raw,0.694080,0.702759,0.654262,0.717686
2,15,S3_Warp_Fade,E-FQ,POST,rho_relative,0.993508,1.000000,0.972535,1.000000
2,15,S3_Warp_Fade,E-FQ,POST,Lambda,1.013462,1.000000,1.000000,1.051153
2,15,S3_Warp_Fade,E-FQ,POST,R_vb,0.388970,0.383756,0.300356,0.481933
2,15,S3_Warp_Fade,E-FQ,POST,R_eff,0.394558,0.387600,0.302353,0.493890
2,15,S3_Warp_Fade,E-FQ,POST,R_eff_R_vb,1.013462,1.000000,1.000000,1.051153
2,15,S3_Warp_Fade,E-FQ,POST,K_delay,0.407769,0.407796,0.377766,0.437466
2,15,S3_Warp_Fade,E-FQ,POST,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S3_Warp_Fade,E-FQ,POST,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S3_Warp_Fade,E-FQ,POST,innovation,-0.008782,-0.043243,-0.948176,1.014515
2,15,S3_Warp_Fade,E-FQ,POST,abs_innovation,0.593924,0.507846,0.092991,1.243402
2,15,S3_Warp_Fade,E-FQ,POST,S,0.662450,0.655051,0.537487,0.797977
2,15,S3_Warp_Fade,E-FQ,POST,NIS,0.799913,0.393659,0.013094,2.323475
2,15,S3_Warp_Fade,E-FQ,POST,Ppred11,0.267892,0.266362,0.233846,0.303974
2,15,S3_Warp_Fade,E-FQ,POST,Ppred22,0.016723,0.016702,0.016260,0.017225
2,15,S3_Warp_Fade,E-FQ,POST,tracking_error,-0.192208,-0.201304,-0.485638,0.125542
3,0,S0_Static,A,NORMAL,m_reliability,0.710311,0.725245,0.656444,0.751450
3,0,S0_Static,A,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S0_Static,A,NORMAL,R_vb,0.459725,0.411228,0.088242,0.907133
3,0,S0_Static,A,NORMAL,R_eff,0.459725,0.411228,0.088242,0.907133
3,0,S0_Static,A,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S0_Static,A,NORMAL,K_delay,0.565506,0.530485,0.391365,0.808396
3,0,S0_Static,A,NORMAL,Q11,0.194600,0.188322,0.084055,0.310166
3,0,S0_Static,A,NORMAL,Q22,0.001573,0.001430,0.000827,0.002564
3,0,S0_Static,A,NORMAL,innovation,0.001663,-0.016090,-0.986059,1.337266
3,0,S0_Static,A,NORMAL,abs_innovation,0.646463,0.395903,0.067250,1.826512
3,0,S0_Static,A,NORMAL,S,0.948505,0.884735,0.340860,1.631214
3,0,S0_Static,A,NORMAL,NIS,1.180365,0.186674,0.005742,3.820686
3,0,S0_Static,A,NORMAL,Ppred11,0.488780,0.458244,0.228838,0.757355
3,0,S0_Static,A,NORMAL,Ppred22,0.034915,0.021122,0.014193,0.029014
3,0,S0_Static,A,NORMAL,tracking_error,0.017082,0.042574,-0.735970,0.717558
3,0,S0_Static,VB-FQ,NORMAL,m_reliability,0.717744,0.730025,0.665190,0.752614
3,0,S0_Static,VB-FQ,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S0_Static,VB-FQ,NORMAL,R_vb,0.408976,0.392490,0.261427,0.554225
3,0,S0_Static,VB-FQ,NORMAL,R_eff,0.408976,0.392490,0.261427,0.554225
3,0,S0_Static,VB-FQ,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S0_Static,VB-FQ,NORMAL,K_delay,0.420731,0.407424,0.368636,0.457489
3,0,S0_Static,VB-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
3,0,S0_Static,VB-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
3,0,S0_Static,VB-FQ,NORMAL,innovation,-0.003297,-0.014179,-0.776555,0.827199
3,0,S0_Static,VB-FQ,NORMAL,abs_innovation,0.556495,0.357700,0.061334,1.651112
3,0,S0_Static,VB-FQ,NORMAL,S,0.707977,0.666188,0.496411,0.900349
3,0,S0_Static,VB-FQ,NORMAL,NIS,0.925086,0.190521,0.005775,3.676763
3,0,S0_Static,VB-FQ,NORMAL,Ppred11,0.299001,0.269746,0.223135,0.340284
3,0,S0_Static,VB-FQ,NORMAL,Ppred22,0.031201,0.016764,0.016156,0.018237
3,0,S0_Static,VB-FQ,NORMAL,tracking_error,0.010913,0.022130,-0.687159,0.681410
3,0,S0_Static,E-FQ,NORMAL,m_reliability,0.960919,0.999659,0.899093,1.000000
3,0,S0_Static,E-FQ,NORMAL,rho_raw,0.718920,0.733320,0.626465,0.760705
3,0,S0_Static,E-FQ,NORMAL,rho_relative,0.961542,1.000000,0.840439,1.000000
3,0,S0_Static,E-FQ,NORMAL,Lambda,1.039063,1.000000,1.000000,1.162250
3,0,S0_Static,E-FQ,NORMAL,R_vb,0.437937,0.424179,0.281113,0.597419
3,0,S0_Static,E-FQ,NORMAL,R_eff,0.456096,0.437656,0.287309,0.646556
3,0,S0_Static,E-FQ,NORMAL,R_eff_R_vb,1.039063,1.000000,1.000000,1.162250
3,0,S0_Static,E-FQ,NORMAL,K_delay,0.408530,0.399409,0.342476,0.449513
3,0,S0_Static,E-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
3,0,S0_Static,E-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
3,0,S0_Static,E-FQ,NORMAL,innovation,0.001244,-0.015882,-0.768246,0.818584
3,0,S0_Static,E-FQ,NORMAL,abs_innovation,0.554633,0.355234,0.061361,1.650795
3,0,S0_Static,E-FQ,NORMAL,S,0.770483,0.729840,0.536869,1.005807
3,0,S0_Static,E-FQ,NORMAL,NIS,0.822928,0.174469,0.005298,3.181995
3,0,S0_Static,E-FQ,NORMAL,Ppred11,0.314387,0.286142,0.235134,0.361892
3,0,S0_Static,E-FQ,NORMAL,Ppred22,0.031399,0.016979,0.016341,0.018413
3,0,S0_Static,E-FQ,NORMAL,tracking_error,0.017294,0.039587,-0.707632,0.691119
3,0,S1_Warp,A,NORMAL,m_reliability,0.698646,0.702152,0.660102,0.745604
3,0,S1_Warp,A,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S1_Warp,A,NORMAL,R_vb,0.514223,0.474183,0.113270,0.941432
3,0,S1_Warp,A,NORMAL,R_eff,0.514223,0.474183,0.113270,0.941432
3,0,S1_Warp,A,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S1_Warp,A,NORMAL,K_delay,0.594054,0.580751,0.428790,0.787266
3,0,S1_Warp,A,NORMAL,Q11,0.311652,0.321649,0.100066,0.496499
3,0,S1_Warp,A,NORMAL,Q22,0.001880,0.001766,0.001225,0.002744
3,0,S1_Warp,A,NORMAL,innovation,-0.010537,-0.009600,-1.370614,1.394085
3,0,S1_Warp,A,NORMAL,abs_innovation,0.847585,0.721381,0.141013,1.722669
3,0,S1_Warp,A,NORMAL,S,1.180859,1.126887,0.577739,1.842395
3,0,S1_Warp,A,NORMAL,NIS,1.119326,0.480618,0.018179,2.904015
3,0,S1_Warp,A,NORMAL,Ppred11,0.666636,0.638271,0.375632,0.971652
3,0,S1_Warp,A,NORMAL,Ppred22,0.041022,0.027485,0.022638,0.033031
3,0,S1_Warp,A,NORMAL,tracking_error,-0.108946,-0.106717,-0.635402,0.396827
3,0,S1_Warp,VB-FQ,NORMAL,m_reliability,0.705626,0.708212,0.671071,0.748853
3,0,S1_Warp,VB-FQ,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S1_Warp,VB-FQ,NORMAL,R_vb,0.462600,0.471126,0.309693,0.605037
3,0,S1_Warp,VB-FQ,NORMAL,R_eff,0.462600,0.471126,0.309693,0.605037
3,0,S1_Warp,VB-FQ,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S1_Warp,VB-FQ,NORMAL,K_delay,0.404491,0.385837,0.355949,0.440453
3,0,S1_Warp,VB-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
3,0,S1_Warp,VB-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
3,0,S1_Warp,VB-FQ,NORMAL,innovation,-0.006581,0.006287,-1.221181,1.227873
3,0,S1_Warp,VB-FQ,NORMAL,abs_innovation,0.759928,0.645964,0.124496,1.553130
3,0,S1_Warp,VB-FQ,NORMAL,S,0.780279,0.773302,0.579106,0.956968
3,0,S1_Warp,VB-FQ,NORMAL,NIS,1.114808,0.555619,0.019959,3.138510
3,0,S1_Warp,VB-FQ,NORMAL,Ppred11,0.317679,0.297648,0.249266,0.347015
3,0,S1_Warp,VB-FQ,NORMAL,Ppred22,0.031958,0.017139,0.016539,0.018044
3,0,S1_Warp,VB-FQ,NORMAL,tracking_error,-0.132264,-0.138462,-0.498105,0.235023
3,0,S1_Warp,E-FQ,NORMAL,m_reliability,0.967015,1.000000,0.949165,1.000000
3,0,S1_Warp,E-FQ,NORMAL,rho_raw,0.707628,0.716242,0.651540,0.757715
3,0,S1_Warp,E-FQ,NORMAL,rho_relative,0.968584,1.000000,0.926167,1.000000
3,0,S1_Warp,E-FQ,NORMAL,Lambda,1.016699,1.000000,1.000000,1.065112
3,0,S1_Warp,E-FQ,NORMAL,R_vb,0.472136,0.477769,0.311518,0.623337
3,0,S1_Warp,E-FQ,NORMAL,R_eff,0.480702,0.484461,0.315031,0.639727
3,0,S1_Warp,E-FQ,NORMAL,R_eff_R_vb,1.016699,1.000000,1.000000,1.065112
3,0,S1_Warp,E-FQ,NORMAL,K_delay,0.400549,0.383021,0.348724,0.439407
3,0,S1_Warp,E-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
3,0,S1_Warp,E-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
3,0,S1_Warp,E-FQ,NORMAL,innovation,-0.008208,0.004882,-1.223374,1.224082
3,0,S1_Warp,E-FQ,NORMAL,abs_innovation,0.758670,0.642579,0.124895,1.551626
3,0,S1_Warp,E-FQ,NORMAL,S,0.804113,0.791215,0.591528,0.997093
3,0,S1_Warp,E-FQ,NORMAL,NIS,1.074441,0.534681,0.019381,3.028767
3,0,S1_Warp,E-FQ,NORMAL,Ppred11,0.323411,0.302282,0.253158,0.358013
3,0,S1_Warp,E-FQ,NORMAL,Ppred22,0.032029,0.017198,0.016619,0.018099
3,0,S1_Warp,E-FQ,NORMAL,tracking_error,-0.127756,-0.135505,-0.485172,0.232262
3,0,S2_Fade,A,PRE,m_reliability,0.722560,0.742813,0.635416,0.781250
3,0,S2_Fade,A,PRE,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S2_Fade,A,PRE,R_vb,0.462962,0.404377,0.100000,0.934522
3,0,S2_Fade,A,PRE,R_eff,0.462962,0.404377,0.100000,0.934522
3,0,S2_Fade,A,PRE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S2_Fade,A,PRE,K_delay,0.533048,0.492551,0.346516,0.808396
3,0,S2_Fade,A,PRE,Q11,0.120702,0.111527,0.050000,0.196009
3,0,S2_Fade,A,PRE,Q22,0.002214,0.002107,0.001613,0.002947
3,0,S2_Fade,A,PRE,innovation,0.000675,-0.018319,-1.053857,1.477555
3,0,S2_Fade,A,PRE,abs_innovation,0.658065,0.389067,0.066795,1.885241
3,0,S2_Fade,A,PRE,S,0.906618,0.838471,0.314033,1.587395
3,0,S2_Fade,A,PRE,NIS,1.400710,0.187136,0.005110,4.634128
3,0,S2_Fade,A,PRE,Ppred11,0.443657,0.406355,0.198816,0.654192
3,0,S2_Fade,A,PRE,Ppred22,0.060324,0.024155,0.017488,0.037526
3,0,S2_Fade,A,PRE,tracking_error,-0.006637,0.000000,-0.634967,0.618192
3,0,S2_Fade,A,FADE,m_reliability,0.272015,0.251028,0.113800,0.458613
3,0,S2_Fade,A,FADE,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S2_Fade,A,FADE,R_vb,1.449411,1.320944,0.464114,2.592939
3,0,S2_Fade,A,FADE,R_eff,1.449411,1.320944,0.464114,2.592939
3,0,S2_Fade,A,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S2_Fade,A,FADE,K_delay,0.405628,0.391440,0.298290,0.524465
3,0,S2_Fade,A,FADE,Q11,0.269417,0.265411,0.168507,0.376021
3,0,S2_Fade,A,FADE,Q22,0.001616,0.001614,0.001269,0.001984
3,0,S2_Fade,A,FADE,innovation,0.007437,0.053774,-2.061318,2.055482
3,0,S2_Fade,A,FADE,abs_innovation,1.266766,1.153253,0.250004,2.505987
3,0,S2_Fade,A,FADE,S,2.315331,2.168409,0.944649,3.822438
3,0,S2_Fade,A,FADE,NIS,1.165404,0.655859,0.027997,2.995653
3,0,S2_Fade,A,FADE,Ppred11,0.865920,0.834709,0.447182,1.306229
3,0,S2_Fade,A,FADE,Ppred22,0.023936,0.024113,0.017998,0.029312
3,0,S2_Fade,A,FADE,tracking_error,0.031014,0.049974,-0.915448,0.902856
3,0,S2_Fade,A,POST,m_reliability,0.723705,0.746322,0.639961,0.782080
3,0,S2_Fade,A,POST,Lambda,1.000000,1.000000,1.000000,1.000000
3,0,S2_Fade,A,POST,R_vb,0.514283,0.464375,0.070464,1.006706
3,0,S2_Fade,A,POST,R_eff,0.514283,0.464375,0.070464,1.006706
3,0,S2_Fade,A,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
3,0,S2_Fade,A,POST,K_delay,0.602570,0.563284,0.439408,0.836891
3,0,S2_Fade,A,POST,Q11,0.296354,0.287697,0.188912,0.415804
3,0,S2_Fade,A,POST,Q22,0.001049,0.001034,0.000732,0.001388
3,0,S2_Fade,A,POST,innovation,-0.002960,-0.024253,-1.285247,1.469002
